STU_CODE,NAME,Time_Sport_P0,Time_Sport_P1,Time_Sport_P2,Time_Sport_P3,Time_Sport_P4,Time_Sport_P5,Time_Sport_P6,Time_Life_P0,Time_Life_P1,Time_Life_P2,Time_Life_P3,Time_Life_P4,Time_Life_P5,Time_Life_P6,Time_Life_P7,Revise_Sport_P1,Revise_Sport_P2,Revise_Sport_P3,Revise_Sport_P4,Revise_Sport_P5,Revise_Sport_P6,Revise_Life_P1,Revise_Life_P2,Revise_Life_P3,Revise_Life_P4,Revise_Life_P5,Revise_Life_P6,Revise_Life_P7,Repeat_Sport_P1,Repeat_Sport_P2,Repeat_Sport_P3,Repeat_Sport_P4,Repeat_Sport_P5,Repeat_Sport_P6,Repeat_Life_P1,Repeat_Life_P2,Repeat_Life_P3,Repeat_Life_P4,Repeat_Life_P5,Repeat_Life_P6,Repeat_Life_P7,Before_Sport_P1,Before_Sport_P2,Before_Sport_P3,Before_Sport_P4,Before_Sport_P5,Before_Sport_P6,Before_Life_P1,Before_Life_P2,Before_Life_P3,Before_Life_P4,Before_Life_P5,Before_Life_P6,Before_Life_P7,After_Sport_P1,After_Sport_P2,After_Sport_P3,After_Sport_P4,After_Sport_P5,After_Sport_P6,After_Life_P1,After_Life_P2,After_Life_P3,After_Life_P4,After_Life_P5,After_Life_P6,After_Life_P7,AR_Sport_P1,AR_Sport_P2,AR_Sport_P3,AR_Sport_P4,AR_Sport_P5,AR_Sport_P6,AR_Life_P1,AR_Life_P2,AR_Life_P3,AR_Life_P4,AR_Life_P5,AR_Life_P6,AR_Life_P7
95060200551,name,2.0,5.0,2.0,1.0,5.0,22.0,4.0,2.0,8.0,2.0,3.0,10.0,6.0,6.0,6.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3,0,0,0,0,0,0,0,0,2,2,2,0
95060201001,name,4.0,8.0,2.0,0.0,1.0,13.0,4.0,1.0,5.0,0.0,1.0,4.0,2.0,2.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201021,name,2.0,13.0,1.0,1.0,0.0,18.0,2.0,3.0,18.0,1.0,1.0,13.0,2.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200991,name,9.0,8.0,2.0,1.0,1.0,9.0,3.0,5.0,6.0,1.0,0.0,5.0,4.0,9.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201501,name,1.0,138.0,0.0,1.0,1.0,8.0,1.0,0.0,6.0,0.0,1.0,4.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200561,name,35.0,65.0,18.0,40.0,150.0,101.0,20.0,35.0,33.0,39.0,85.0,61.0,62.0,32.0,34.0,0,5,18,1,1,4,2,2,4,0,1,0,4,1,2,7,6,1,1,3,3,1,3,3,1,1,57.0,13.0,4.0,35.0,17.0,4.0,17.0,26.0,75.0,16.0,31.0,12.0,16.0,4.0,2.0,2.0,9.0,28.0,14.0,4.0,3.0,1.0,2.0,5.0,8.0,7.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200571,name,1.0,13.0,3.0,1.0,10.0,19.0,4.0,21.0,21.0,2.0,3.0,14.0,62.0,6.0,5.0,0,1,0,1,1,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,2,3,2,2,1,1,3.0,2.0,1.0,2.0,6.0,1.0,8.0,1.0,1.0,5.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,55.0,3.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201011,name,45.0,35.0,35.0,24.0,136.0,58.0,19.0,24.0,25.0,32.0,88.0,340.0,95.0,33.0,33.0,0,1,3,0,0,1,1,2,3,0,0,0,0,1,1,3,2,2,2,2,3,4,4,3,2,1,16.0,34.0,17.0,5.0,23.0,1.0,6.0,25.0,72.0,63.0,37.0,1.0,23.0,8.0,2.0,2.0,8.0,2.0,16.0,5.0,3.0,3.0,57.0,7.0,11.0,7.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201061,name,110.0,26.0,15.0,13.0,61.0,20.0,9.0,4.0,25.0,71.0,94.0,16.0,6.0,5.0,9.0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12.0,12.0,9.0,27.0,6.0,2.0,10.0,63.0,33.0,10.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,9.0,7.0,3.0,2.0,2.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200511,name,38.0,35.0,14.0,37.0,124.0,44.0,9.0,15.0,17.0,10.0,37.0,93.0,28.0,5.0,40.0,1,0,18,0,1,0,1,0,0,0,0,0,0,1,1,8,8,1,1,1,1,1,1,1,1,1,28.0,13.0,7.0,19.0,13.0,5.0,9.0,10.0,37.0,18.0,24.0,3.0,25.0,1.0,2.0,2.0,9.0,3.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200601,name,4.0,6.0,2.0,12.0,3.0,10.0,3.0,381658.0,1118895.436,7.0,1.0,5.0,42541.0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-5,1,1,1,1,1,1,2,1,1,1,1,0,0,2.0,1.0,12.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,-1,-1,-1,1.0,2.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,42543.0,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
95060200591,name,3.0,8.0,1.0,1.0,0.0,8.0,3.0,1.0,8.0,1.0,3.0,4.0,636.0,6.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,633.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200581,name,7.0,6.0,2.0,0.0,4.0,8.0,2.0,3.0,5.0,0.0,1.0,4.0,509208.0,42.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,1,1,2,1,1,1,1,1,2,3,1,0,4.0,1.0,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,1.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
95060200781,name,12.0,37.0,7.0,3.0,8.0,30.0,12.0,8.0,18.0,5.0,7.0,10.0,7.0,5.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,6.0,3.0,4.0,2.0,5.0,4.0,3.0,6.0,2.0,3.0,2.0,5.0,22.0,2.0,1.0,2.0,3.0,8.0,6.0,3.0,2.0,2.0,3.0,2.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201331,name,4.0,9.0,3.0,1.0,2.0,20.0,5.0,3.0,29.0,2.0,2.0,11.0,24.0,8.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2.0,1.0,2.0,3.0,2.0,10.0,2.0,2.0,2.0,22.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,14.0,1.0,1.0,1.0,1.0,2.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200981,name,26.0,65.0,39.0,10.0,65.0,47.0,14.0,128.0,25.0,11.0,33.0,372.0,12.0,6.0,15.0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,32.0,39.0,5.0,9.0,13.0,5.0,9.0,10.0,17.0,135.0,8.0,4.0,8.0,25.0,1.0,3.0,2.0,2.0,10.0,9.0,2.0,17.0,3.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060201481,name,7.0,9.0,1.0,1.0,0.0,12.0,3.0,1.0,6.0,1.0,0.0,3.0,4.0,4.0,5.0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060200621,name,11.0,37.0,4.0,2.0,14.0,29.0,8.0,2.0,15.0,1.0,1.0,3.0,7.0,12.0,12.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,3.0,2.0,11.0,4.0,6.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,9.0,2.0,1.0,1.0,11.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060208101,name,2.0,6.0,1.0,0.0,2.0,8.0,1.0,8.0,145.0,0.0,1.0,4.0,4.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,0.0,141.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0
95060208111,name,25.0,162.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-2,-2,0,0,-2,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2259.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
140729101422721,name,38.0,34.0,12.0,16.0,60.0,379.0,119.0,10.0,26.0,17.0,19.0,156.0,79.0,83.0,41.0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,12.0,16.0,32.0,16.0,115.0,9.0,7.0,19.0,19.0,20.0,8.0,15.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,11.0,1.0,3.0,4.0,2.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101423921,name,41.0,73.0,6.0,33.0,166.0,503.0,16.0,5.0,29.0,8.0,26.0,86.0,127.0,113.0,23.0,1,0,1,5,15,4,2,0,0,0,1,0,0,1,1,2,3,4,3,1,1,1,2,2,1,1,48.0,6.0,27.0,12.0,27.0,3.0,11.0,8.0,26.0,31.0,101.0,2.0,10.0,2.0,1.0,3.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101424521,name,28.0,73.0,6.0,30.0,88.0,183.0,8.0,74.0,42.0,66.0,9.0,73.0,72.0,108.0,28.0,0,0,0,1,6,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,54.0,6.0,26.0,65.0,21.0,6.0,27.0,63.0,7.0,33.0,36.0,6.0,14.0,5.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,5.0,3.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101422421,name,91.0,119.0,34.0,62.0,299.0,91.0,46.0,24.0,29.0,24.0,47.0,113.0,32.0,71.0,44.0,1,3,11,4,1,0,0,0,1,0,0,3,0,2,4,10,9,1,1,1,1,1,1,1,1,1,59.0,21.0,19.0,151.0,49.0,43.0,15.0,24.0,42.0,47.0,22.0,31.0,40.0,42.0,2.0,2.0,109.0,6.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729141112021,name,1.0,19.0,8.0,20.0,82.0,249.0,16.0,2.0,18.0,16.0,44.0,165.0,66.0,57.0,23.0,0,0,1,2,8,0,2,0,0,0,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8.0,8.0,15.0,12.0,10.0,13.0,6.0,9.0,44.0,65.0,13.0,2.0,7.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,8.0,1.0,1.0,5.0,3.0,11.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101422121,name,81.0,28.0,37.0,19.0,159.0,332.0,13.0,6.0,28.0,7.0,2.0,83.0,153.0,35.0,12.0,1,1,0,0,4,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11.0,12.0,19.0,101.0,110.0,9.0,11.0,3.0,2.0,48.0,11.0,3.0,6.0,3.0,3.0,1.0,19.0,4.0,5.0,2.0,5.0,1.0,5.0,1.0,6.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729141110221,name,15.0,43.0,13.0,25.0,158.0,35.0,16.0,16.0,48.0,22.0,90.0,207.0,248.0,100.0,25.0,0,0,1,2,0,0,6,2,6,0,2,1,0,1,1,2,2,1,1,2,2,3,4,2,1,1,19.0,12.0,16.0,32.0,13.0,11.0,14.0,15.0,76.0,32.0,46.0,10.0,15.0,4.0,2.0,5.0,5.0,3.0,6.0,3.0,2.0,2.0,26.0,28.0,5.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101423021,name,65.0,69.0,22.0,31.0,450.0,467.0,12.0,12.0,45.0,18.0,80.0,614.0,-1,-1,-1,1,0,4,6,3,0,1,3,1,0,0,0,-5,1,1,3,7,5,1,2,2,2,1,0,0,0,19.0,21.0,20.0,23.0,46.0,8.0,17.0,14.0,48.0,71.0,-1,-1,-1,9.0,2.0,1.0,9.0,11.0,5.0,1.0,1.0,3.0,489.0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101423621,name,48.0,126.0,19.0,43.0,450.0,391.0,41.0,16.0,105.0,59.0,55.0,104.0,4.0,27.0,1528.0,2,2,5,3,5,1,4,3,2,0,0,0,1,2,3,3,7,6,2,1,1,1,1,1,1,1,72.0,16.0,25.0,116.0,13.0,4.0,36.0,42.0,50.0,100.0,1.0,8.0,5.0,37.0,2.0,11.0,4.0,3.0,23.0,11.0,15.0,5.0,2.0,1.0,8.0,1510.0,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101421521,name,39.0,154.0,15.0,21.0,299.0,576.0,122.0,4.0,50.0,46.0,87.0,667.0,-1,-1,-1,0,0,0,5,2,2,2,0,4,0,0,0,-5,1,1,1,2,2,1,1,1,1,1,0,0,0,67.0,14.0,19.0,15.0,96.0,36.0,8.0,21.0,69.0,50.0,-1,-1,-1,78.0,2.0,3.0,15.0,2.0,17.0,14.0,26.0,2.0,558.0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101421221,name,39.0,154.0,16.0,19.0,241.0,661.0,97.0,9.0,40.0,51.0,85.0,124.0,-1,-1,-1,0,0,0,4,0,1,0,0,1,0,0,0,-5,1,1,1,3,4,2,1,1,1,1,0,0,0,65.0,15.0,19.0,83.0,105.0,2.0,19.0,51.0,80.0,6.0,-1,-1,-1,62.0,2.0,1.0,18.0,7.0,88.0,9.0,1.0,1.0,9.0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101420621,name,17.0,45.0,34.0,35.0,380.0,400.0,19.0,3.0,25.0,6.0,13.0,21.0,81.0,111.0,16.0,1,2,1,4,4,0,0,0,4,0,0,1,0,2,3,2,1,1,1,1,1,1,1,1,1,1,32.0,25.0,21.0,82.0,127.0,15.0,16.0,5.0,1.0,7.0,21.0,2.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,7.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101420321,name,22.0,55.0,8.0,97.0,618.0,441.0,254.0,15.0,54.0,531568.186,-1,-1,-1,-1,-1,1,0,6,12,0,1,2,-1,-2,0,0,0,-5,1,1,4,6,3,1,1,1,0,0,0,0,0,18.0,8.0,58.0,7.0,154.0,15.0,26.0,-1,-1,-1,-1,-1,-1,2.0,1.0,7.0,4.0,5.0,46.0,5.0,531574.186,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101421821,name,33.0,49.0,32.0,91.0,187.0,93.0,19.0,9.0,26.0,15.0,31.0,95.0,58.0,76.0,46.0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,29.0,31.0,24.0,153.0,40.0,15.0,11.0,14.0,30.0,54.0,34.0,11.0,21.0,12.0,2.0,66.0,11.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729141111721,name,7.0,60.0,14.0,24.0,103.0,71.0,51.0,10.0,21.0,17.0,26.0,71.0,30.0,78.0,18.0,1,1,2,3,3,0,0,1,2,0,0,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,27.0,6.0,9.0,39.0,15.0,44.0,14.0,13.0,21.0,27.0,12.0,4.0,2.0,5.0,2.0,8.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101372721,name,21.0,53.0,16.0,9.0,49.0,86.0,10.0,20.0,27.0,14.0,16.0,120.0,63.0,71.0,17.0,0,0,0,2,3,0,0,0,5,0,4,3,0,1,1,1,1,1,1,1,1,2,4,3,2,1,41.0,15.0,10.0,14.0,35.0,6.0,23.0,13.0,4.0,50.0,4.0,3.0,6.0,7.0,2.0,0.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101371521,name,9.0,36.0,27.0,37.0,172.0,397.0,26.0,21.0,19.0,54.0,78.0,235.0,165.0,296.0,30.0,0,0,8,3,2,0,1,0,4,0,2,1,0,1,1,4,4,1,1,1,1,1,2,2,1,1,21.0,26.0,13.0,2.0,24.0,20.0,5.0,53.0,68.0,56.0,3.0,13.0,18.0,2.0,2.0,4.0,6.0,3.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101372421,name,7.0,50.0,8.0,69.0,487.0,333.0,27.0,9.0,34.0,18.0,36.0,288.0,170.0,47.0,21.0,2,0,1,7,8,0,1,0,1,0,2,2,0,1,1,2,8,7,1,1,1,2,2,1,1,1,21.0,8.0,13.0,39.0,66.0,23.0,28.0,18.0,32.0,69.0,45.0,3.0,8.0,7.0,1.0,1.0,5.0,10.0,5.0,1.0,1.0,1.0,9.0,4.0,7.0,9.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101373321,name,11.0,83.0,23.0,47.0,266.0,186.0,13.0,7.0,16.0,18.0,92.0,200.0,238.0,84.0,76.0,0,0,9,8,6,1,1,0,4,0,3,0,1,1,1,5,8,5,2,1,1,4,4,2,2,1,35.0,23.0,5.0,5.0,16.0,1.0,5.0,16.0,49.0,23.0,19.0,2.0,9.0,12.0,1.0,8.0,21.0,5.0,11.0,1.0,3.0,15.0,5.0,47.0,3.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101370621,name,23.0,129.0,21.0,40.0,105.0,443.0,16.0,20.0,27.0,23.0,51.0,360.0,67.0,88.0,31.0,2,1,1,1,2,1,0,1,1,0,0,0,0,1,2,2,2,3,2,1,2,2,1,1,1,1,48.0,16.0,34.0,81.0,63.0,2.0,17.0,11.0,30.0,72.0,20.0,12.0,17.0,17.0,2.0,4.0,6.0,3.0,12.0,4.0,2.0,6.0,2.0,2.0,2.0,5.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101373021,name,9.0,50.0,19.0,25.0,20.0,40.0,10.0,73.0,13.0,15.0,21.0,28.0,16.0,54.0,9.0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,20.0,18.0,24.0,13.0,15.0,9.0,7.0,15.0,21.0,26.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,12.0,3.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101374221,name,15.0,59.0,23.0,16.0,618.0,648.0,20.0,10.0,12.0,22.0,16.0,961.0,-1,-1,-1,1,1,0,4,2,0,0,1,1,0,0,0,-5,1,1,1,3,3,1,1,1,1,1,0,0,0,7.0,6.0,15.0,118.0,38.0,12.0,3.0,18.0,13.0,36.0,-1,-1,-1,22.0,14.0,2.0,53.0,166.0,9.0,4.0,3.0,1.0,890.0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2,2,2,-1
140729101371821,name,8.0,171.0,21.0,99.0,80.0,164.0,26.0,31.0,47.0,23.0,33.0,356.0,129.0,264.0,41.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,152.0,20.0,50.0,54.0,12.0,15.0,19.0,21.0,32.0,188.0,17.0,5.0,14.0,6.0,2.0,6.0,21.0,2.0,12.0,4.0,3.0,2.0,5.0,2.0,4.0,24.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101373621,name,4.0,46.0,9.0,29.0,48.0,346.0,11.0,5.0,43.0,39.0,61.0,573.0,16.0,8.0,86.0,0,0,0,0,2,1,1,2,2,0,0,0,1,1,1,1,1,2,2,1,3,3,2,3,2,1,26.0,8.0,28.0,23.0,16.0,1.0,21.0,32.0,53.0,11.0,5.0,2.0,1.0,11.0,2.0,2.0,13.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,56.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101370321,name,20.0,69.0,30.0,27.0,245.0,296.0,28.0,16.0,20.0,15.0,71.0,58.0,49.0,48.0,27.0,5,4,6,3,2,0,0,1,0,0,0,0,0,2,3,4,5,3,1,1,1,1,2,2,1,1,23.0,14.0,10.0,26.0,19.0,25.0,5.0,8.0,70.0,9.0,10.0,6.0,16.0,7.0,1.0,1.0,6.0,28.0,4.0,2.0,2.0,2.0,8.0,9.0,1.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101370921,name,12.0,48.0,14.0,50.0,185.0,81.0,23.0,8.0,130.0,48.0,87.0,204.0,92.0,268.0,42.0,0,0,0,4,1,0,3,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0,10.0,46.0,54.0,18.0,17.0,87.0,46.0,85.0,121.0,26.0,19.0,10.0,4.0,5.0,5.0,7.0,6.0,7.0,9.0,3.0,3.0,3.0,4.0,22.0,16.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101373921,name,6.0,26.0,10.0,100.0,39.0,74.0,21.0,14.0,32.0,12.0,5.0,127.0,40.0,46.0,14.0,0,0,0,1,2,0,0,3,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,9.0,96.0,13.0,43.0,13.0,24.0,3.0,4.0,7.0,6.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,9.0,0.0,1.0,2.0,1.0,5.0,2.0,10.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729141110521,name,7.0,34.0,9.0,22.0,133.0,49.0,22.0,12.0,38.0,33.0,51.0,164.0,77.0,120.0,54.0,0,0,0,2,0,0,5,4,2,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,19.0,8.0,20.0,73.0,22.0,7.0,9.0,9.0,45.0,34.0,31.0,9.0,32.0,5.0,2.0,3.0,3.0,1.0,16.0,5.0,2.0,4.0,25.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101424221,name,14.0,105.0,47.0,77.0,432.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,2,0,-2,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,86.0,40.0,33.0,24.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,8.0,2.0,295.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
140729141112321,name,4.0,32.0,6.0,19.0,168.0,865.0,7.0,6.0,32.0,25.0,9.0,108.0,82.0,113.0,27.0,0,0,4,9,10,0,0,0,1,0,3,3,4,1,1,3,6,4,1,1,1,1,1,1,1,1,15.0,5.0,7.0,24.0,29.0,5.0,14.0,2.0,3.0,42.0,9.0,6.0,3.0,3.0,2.0,4.0,2.0,38.0,3.0,9.0,24.0,2.0,1.0,1.0,5.0,8.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101372121,name,12.0,64.0,44.0,6.0,13.0,54.0,8.0,6.0,42.0,5.0,7.0,16.0,12.0,167.0,20.0,4,3,0,0,0,0,3,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,3,3,8.0,9.0,4.0,13.0,17.0,4.0,11.0,3.0,5.0,7.0,5.0,4.0,4.0,16.0,9.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,9.0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729101371221,name,9.0,27.0,7.0,9.0,42.0,32.0,9.0,7.0,11.0,10.0,6.0,99.0,59.0,29.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,7.0,8.0,33.0,14.0,6.0,5.0,10.0,6.0,35.0,32.0,4.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,0,0,0,0,0,0,0,0,0,2,2,2,0
140729141110821,name,4.0,48.0,8.0,18.0,124.0,127.0,10.0,12.0,9.0,18.0,22.0,147.0,74.0,216.0,36.0,7,1,10,4,3,0,1,0,0,0,1,4,0,1,2,2,4,4,1,1,1,1,3,3,1,1,20.0,5.0,9.0,32.0,34.0,6.0,4.0,18.0,22.0,26.0,3.0,29.0,15.0,2.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,7.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,0
