STU_CODE,NAME,Time_Sport_P0,Time_Sport_P1,Time_Sport_P2,Time_Sport_P3,Time_Sport_P4,Time_Sport_P5,Time_Sport_P6,Time_Life_P0,Time_Life_P1,Time_Life_P2,Time_Life_P3,Time_Life_P4,Time_Life_P5,Time_Life_P6,Time_Life_P7,Revise_Sport_P1,Revise_Sport_P2,Revise_Sport_P3,Revise_Sport_P4,Revise_Sport_P5,Revise_Sport_P6,Revise_Life_P1,Revise_Life_P2,Revise_Life_P3,Revise_Life_P4,Revise_Life_P5,Revise_Life_P6,Revise_Life_P7,Repeat_Sport_P1,Repeat_Sport_P2,Repeat_Sport_P3,Repeat_Sport_P4,Repeat_Sport_P5,Repeat_Sport_P6,Repeat_Life_P1,Repeat_Life_P2,Repeat_Life_P3,Repeat_Life_P4,Repeat_Life_P5,Repeat_Life_P6,Repeat_Life_P7,Before_Sport_P1,Before_Sport_P2,Before_Sport_P3,Before_Sport_P4,Before_Sport_P5,Before_Sport_P6,Before_Life_P1,Before_Life_P2,Before_Life_P3,Before_Life_P4,Before_Life_P5,Before_Life_P6,Before_Life_P7,After_Sport_P1,After_Sport_P2,After_Sport_P3,After_Sport_P4,After_Sport_P5,After_Sport_P6,After_Life_P1,After_Life_P2,After_Life_P3,After_Life_P4,After_Life_P5,After_Life_P6,After_Life_P7,AR_Sport_P1,AR_Sport_P2,AR_Sport_P3,AR_Sport_P4,AR_Sport_P5,AR_Sport_P6,AR_Life_P1,AR_Life_P2,AR_Life_P3,AR_Life_P4,AR_Life_P5,AR_Life_P6,AR_Life_P7
140702081872221,name,1.02,36.382,10.233,21.272,98.394,92.133,15.783000000000001,5.381,9.301,27.472,24.45,111.032,63.339,23.543,20.371,0,0,0,3,3,0,0,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,24.226,10.009,20.167,5.595,23.703,8.274,3.502,16.937,20.928,28.482,28.755,3.416,5.574,1.697,1.224,2.105,1.293,1.03,8.509,1.0,11.535,4.12,1.55,1.986,1.39,2.999,0,0,0,0,0,0,0,0,0,2,2,2,0
140702081872521,name,7.103,18.155,35.633,11.37,182.728,125.197,6.85,2.667,28.701,15.597999999999999,39.357,292.675,147.308,227.21699999999998,26.314,0,0,0,9,4,0,0,0,0,0,1,4,1,1,1,1,2,2,1,1,1,1,2,2,2,2,5.152,35.109,10.573,44.141,31.101,3.712,6.217,14.8,38.909,3.95,86.611,3.525,19.308,2.393,1.524,1.797,4.105,3.099,4.138,3.2,1.798,1.448,1.704,8.202,1.504,3.311,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151061321,name,6.19,39.602,21.003,16.205000000000002,243.14100000000002,440.995,39.625,12.493,14.207,29.701,29.9,88.416,66.305,157.611,24.488,0,0,2,5,3,0,0,1,3,0,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,29.016,20.198,11.302,16.503,127.576,6.392,4.002,21.702,20.896,32.799,12.888,3.788,5.522,3.903,1.805,1.216,3.937,5.809,34.233,1.402,1.605,4.774,2.612,1.609,2.607,3.203,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151061921,name,5.733,53.469,8.904,28.435,440.568,506.36199999999997,13.698,3.902,18.91,9.461,43.595,126.08500000000001,180.53,40.402,21.904,2,1,9,12,3,0,1,2,2,0,2,0,0,1,2,6,7,6,1,1,2,3,6,6,1,1,22.265,5.617,15.793,27.398,50.387,9.696,8.709,7.387,1.517,16.099,10.502,5.8,8.101,2.805,1.887,1.548,1.837,68.021,5.002,1.608,1.304,14.181,1.702,7.696,3.586,7.597,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151061021,name,8.179,43.208,15.369,53.246,180.158,174.002,17.909,13.703,19.504,19.7,40.999,147.907,196.012,166.825,12.894,1,2,13,2,6,1,0,0,0,0,4,1,1,2,2,7,11,6,2,1,1,1,1,1,1,1,14.273,13.318,7.201,29.402,6.104,5.199,5.603,19.305,40.797,121.111,98.604,3.611,4.787,4.1,1.883,1.494,12.807,1.403,4.994,1.305,1.395,1.202,2.0,1.599,1.722,3.011,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151062521,name,7.308,24.386,9.098,30.733,119.195,235.902,11.88,12.719,22.044,21.758,55.085,71.65,48.96,88.999,13.304,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14.381,8.895,30.631,36.283,220.996,9.881,14.497,21.657,54.883,41.299,13.361,3.398,5.101,3.102,1.203,1.102,1.528,1.62,2.999,1.856,1.101,1.202,2.346,1.107,2.476,2.007,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151061621,name,3.795,53.697,12.593,44.672,302.504,285.858,14.89,1.7149999999999999,22.288,34.4,55.285,138.452,113.662,106.137,36.767,0,0,0,2,5,0,0,0,0,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,22.092,11.798,44.501,67.137,20.141,11.8,9.275,33.895,54.695,32.702,30.059,4.209,18.291,4.992,1.795,1.171,1.958,6.386,4.09,1.61,1.505,1.59,2.037,2.183,1.931,5.801,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151063421,name,9.18,88.605,21.115,31.395000000000003,115.527,403.712,15.483,14.005,25.092,15.501999999999999,72.887,128.51999999999998,19.501,296.21,11.412,0,0,0,0,2,0,0,0,1,0,0,6,0,1,1,1,1,1,1,1,1,2,2,1,1,1,50.208,20.106,30.593,85.705,92.779,11.177,9.988,14.82,53.401,10.202,15.796,5.518,6.003,2.901,2.009,1.802,8.03,3.925,5.306,1.601,1.682,18.507,37.506,1.904,11.993,3.505,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151063721,name,3.998,50.602,8.32,7.837999999999999,249.348,344.712,9.101,9.301,40.804,14.396,53.712,148.856,99.847,64.953,75.049,0,0,0,1,5,0,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35.614,6.2,7.28,78.249,78.004,6.609,15.6,12.797,53.005,39.79,21.638,4.303,52.943,3.296,3.12,1.558,116.803,2.7,3.492,1.405,2.599,1.707,4.562,1.506,6.144,3.101,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151060121,name,2.709,36.87,11.119,48.37299999999999,292.706,120.64200000000001,24.669,2.302,27.8,32.006,32.719,104.718,81.378,67.203,47.196,0,0,9,3,1,1,0,0,2,0,0,1,0,1,1,5,7,4,2,1,1,1,1,2,2,1,12.592,7.447,13.202,16.303,10.403,4.49,4.91,8.534,7.805,22.282,28.204,3.596,35.095,16.683,4.672,9.399,10.405,27.606,7.126,16.701,24.472,11.321,14.63,12.409,4.7,7.188,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151060421,name,1.2040000000000002,34.863,11.44,25.944,318.56,118.41799999999999,22.006,2.704,29.131,13.968,51.891,122.531,80.095,45.202,48.602,1,0,2,2,2,1,0,0,7,0,3,0,1,1,1,2,3,3,2,1,1,2,2,1,1,1,12.096,9.841,12.5,100.611,3.578,7.508,4.898,12.768,18.303,60.407,10.693,2.813,8.209,3.564,2.599,9.145,1.796,26.498,9.794,2.532,2.2,18.196,24.114,2.605,3.585,17.099,0,0,0,0,0,0,0,0,0,2,2,2,0
330300221094621,name,3.5549999999999997,42.341,24.628,25.130000000000003,123.72300000000001,321.63,13.776,6.444,11.814,16.462,36.028,109.382,133.769,55.209,45.104,0,1,5,3,5,2,0,0,0,0,2,0,1,1,2,2,4,4,3,1,1,1,1,1,1,1,16.245,4.981,12.786,22.275,9.096,1.173,3.663,15.262,29.088,29.077,11.093,16.015,14.918,10.899,19.338,4.199,18.313,1.319,4.313,3.125,2.2,7.94,13.823,2.89,5.246,4.168,0,0,0,0,0,0,0,0,0,2,2,2,0
330300221094021,name,2.087,32.36,16.439,19.451,124.895,319.688,11.181,7.952999999999999,34.121,10.396,47.179,83.286,139.616,56.711,24.3,1,2,4,3,6,0,5,2,2,0,0,0,0,2,2,3,3,2,1,2,2,2,2,1,1,1,21.805,4.74,8.592,37.382,7.437,3.025,5.143,5.392,40.929,95.035,25.635,3.519,3.615,2.067,2.503,2.753,4.678,55.404,9.156,6.107,1.483,3.094,66.07,3.283,3.568,9.619,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151062821,name,4.033,52.777,46.496,41.111999999999995,375.47,151.438,23.61,2.204,20.633,14.666,51.401,200.948,147.596,22.491,34.18,0,0,7,5,3,1,0,0,0,0,1,0,0,1,1,5,7,4,2,1,1,1,1,1,1,1,16.279,45.497,24.226,92.895,71.404,4.305,13.394,13.067,50.902,52.199,104.963,2.474,28.082,3.606,1.999,1.283,15.096,5.999,7.3,0.935,2.599,1.499,1.935,1.017,1.52,4.494,0,0,0,0,0,0,0,0,0,2,2,2,0
330300281180621,name,2.976,42.398,7.5120000000000005,15.181000000000001,73.20899999999999,55.701,12.801,6.411,24.197,14.515,3.636,23.339,7.805999999999999,33.096,5.699,0,0,4,1,1,4,0,1,0,0,0,1,0,1,1,2,2,4,3,1,1,1,1,1,1,1,28.401,6.899,1.591,7.905,14.199,2.304,7.089,2.893,3.475,12.941,4.903,2.495,1.404,2.096,1.613,1.296,2.699,1.096,3.095,5.708,10.223,1.161,1.591,1.205,1.903,2.5,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151062221,name,4.888,34.428,10.68,20.146,34.044999999999995,137.716,14.304,5.607,46.568,18.433999999999997,14.049999999999999,217.273,101.638,227.81799999999998,18.591,2,0,0,0,3,0,15,6,4,0,2,2,0,1,1,1,3,3,1,3,3,3,3,2,2,1,18.238,8.778,19.696,3.751,5.304,6.198,6.263,9.779,8.968,50.901,17.406,3.06,4.893,2.826,2.902,1.45,27.099,1.197,9.106,1.426,1.148,1.788,0.904,1.036,121.043,4.286,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151063121,name,12.733,25.567,9.894,27.63,237.89,168.009,7.202,13.581,53.46,11.167,19.871,130.72199999999998,15.882,62.353,7.409000000000001,0,0,0,3,2,1,17,5,9,0,1,1,1,1,1,1,1,2,2,3,3,4,4,2,2,1,16.467,9.496,27.403,18.273,9.499,1.216,6.306,6.063,7.168,13.704,1.718,3.9,2.401,2.394,1.398,1.227,11.504,1.803,3.094,1.938,1.228,0.857,98.302,1.001,30.054,2.209,0,0,0,0,0,0,0,0,0,2,2,2,0
330300221093721,name,3.242,23.486,7.112,12.483,173.781,175.415,33.104,3.01,17.391,7.944000000000001,12.618,53.031,45.946,14.548,13.71,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10.888,5.952,11.845,48.602,64.932,16.4,4.213,6.529,12.335,26.588,16.337,2.888,5.735,4.073,2.16,1.638,2.076,2.679,17.704,2.582,2.415,1.283,2.367,1.818,1.87,3.678,0,0,0,0,0,0,0,0,0,2,2,2,0
330300221093421,name,6.28,44.054,7.35,16.205,185.738,151.691,21.312,15.446000000000002,16.001,28.104,40.776,66.519,94.601,184.848,12.755,0,0,1,3,3,0,0,0,2,0,1,5,0,1,1,2,2,1,1,1,1,1,1,1,1,1,31.767,5.838,14.199,93.424,43.337,4.717,5.441,25.002,23.209,13.325,54.021,9.303,5.246,2.947,2.512,1.861,5.105,16.391,17.595,1.794,4.102,1.855,1.999,1.99,5.156,5.299,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111181121,name,2.74,56.895,62.05,23.522,111.25200000000001,121.036,11.406,14.637,25.8,25.8,36.658,158.834,90.152,81.265,16.262,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,47.705,60.012,14.637,44.113,52.079,9.53,7.95,22.711,34.813,61.938,64.911,7.56,5.256,3.151,3.038,4.715,3.847,3.258,2.876,6.338,4.089,2.845,2.134,2.483,3.002,6.907,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111182021,name,6.923,53.082,12.013,50.987,253.471,453.139,30.333,2.815,19.24,36.987,18.052,184.544,111.63499999999999,181.441,19.319,0,0,2,3,3,0,0,0,2,0,2,0,1,1,1,1,2,2,1,1,1,1,1,2,2,1,26.585,7.976,41.123,92.02,9.777,25.94,9.314,25.999,5.896,21.875,28.315,8.142,8.944,11.565,5.037,7.97,3.758,11.236,5.393,1.451,11.988,4.594,2.728,3.394,36.542,3.276,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111183821,name,1.891,29.505,24.8,93.532,65.005,123.164,7.803000000000001,2.406,22.073,25.854999999999997,25.662,53.701,29.599,39.605,37.7,1,0,0,0,2,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,14.551,24.548,92.752,36.776,88.21,4.142,4.738,15.666,16.895,3.3,6.391,3.478,20.841,2.101,1.252,1.78,4.437,3.403,4.661,10.778,3.089,1.461,2.195,1.599,1.099,2.401,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111182921,name,22.906,81.424,39.514,33.801,90.787,389.073,40.247,4.137,39.299,38.149,67.517,199.562,104.177,56.006,9.506,1,0,3,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,53.412,36.582,10.162,13.867,96.391,34.115,8.197,34.304,66.853,155.709,34.074,2.766,4.062,5.158,3.932,6.621,35.519,5.526,7.132,19.8,4.845,1.664,3.462,1.935,2.889,4.049,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111184421,name,4.34,108.775,17.221,33.82,86.988,393.471,36.501,6.347,40.106,42.49,56.194,212.231,99.342,61.701,25.705,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,67.108,15.248,31.846,59.494,19.504,4.1,8.451,36.493,54.595,169.25,54.59,3.299,11.445,31.211,2.973,2.974,3.837,4.367,4.468,19.418,6.997,2.599,1.557,2.402,4.321,7.993,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111183521,name,5.852,52.235,14.868,14.423,176.79399999999998,381.23900000000003,54.382000000000005,9.368,35.976,6.875,16.922,125.781,35.273,60.406,22.783,0,0,0,4,6,1,0,0,0,0,0,0,0,1,1,1,4,5,2,1,1,1,1,1,1,1,25.97,12.142,13.463,26.751,4.596,2.504,24.369,6.084,15.134,21.29,20.206,11.687,16.011,8.898,3.726,1.96,16.643,8.541,5.474,4.651,1.791,2.788,3.33,3.497,3.547,5.491,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111181421,name,8.338,29.708,16.052,17.447,92.219,190.232,6.54,9.323,22.212,24.354,20.901,92.055,100.671,71.2,11.976,0,0,0,0,2,0,2,1,0,0,3,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,20.222,15.89,17.446,52.204,15.737,5.27,5.195,22.894,20.732,31.129,17.866,3.567,8.523,2.34,1.162,1.001,1.6,0.794,2.27,2.451,1.394,1.169,4.263,3.233,1.158,2.19,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111182321,name,8.839,33.925,14.359,13.381,121.001,179.494,32.84,5.596,18.431,17.958,22.115,87.821,88.707,44.368,15.808,0,0,0,2,1,0,0,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.86,12.535,10.882,63.694,40.294,14.299,5.616,15.574,16.33,51.002,27.777,22.069,4.402,7.362,2.824,3.499,5.407,2.899,19.541,6.029,2.286,3.101,5.797,7.129,3.594,6.408,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011550121,name,7.016,29.197,14.077,16.33,146.268,231.307,65.102,7.316000000000001,28.375,8.222,27.981,133.807,189.219,65.178,18.498,0,0,0,3,2,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,13.912,10.68,14.8,84.976,27.605,58.027,12.27,6.896,25.076,24.396,142.793,2.673,14.701,3.321,4.397,2.53,22.298,1.7,8.075,2.402,2.326,3.905,1.411,1.327,33.302,2.202,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011551321,name,13.327,77.37800000000001,15.797999999999998,59.93,389.077,91.901,6.122,4.509,22.018,26.28,51.006,140.901,80.69999999999999,60.723,29.977,2,3,16,3,1,0,0,0,0,0,3,1,3,3,3,6,8,3,1,1,1,1,3,2,1,1,17.269,11.993,31.6,64.806,27.197,4.698,14.002,25.983,49.997,41.792,12.888,6.706,8.177,6.503,1.3,1.824,63.105,3.099,2.424,1.722,1.297,2.009,16.511,16.506,1.72,4.995,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011551921,name,3.8760000000000003,55.486,9.201,28.909999999999997,206.99400000000003,95.595,10.604,4.492,77.201,22.999,25.507,178.999,114.215,87.586,34.603,0,0,4,6,0,0,0,0,4,0,0,0,0,1,1,3,4,2,1,1,1,3,3,1,1,1,13.685,8.097,10.501,34.59,15.806,7.301,65.0,19.204,19.309,42.504,41.201,8.984,17.604,11.502,2.104,1.108,1.8,2.7,4.303,2.9,4.795,1.708,4.803,0.912,2.501,4.3,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011551021,name,7.541,18.398,5.496,14.704,145.006,364.107,52.002,1.3889999999999998,15.802,23.206,43.192,147.70499999999998,242.60700000000003,91.203,14.006,0,0,0,3,4,0,0,0,0,0,2,0,4,1,1,1,3,3,1,1,1,1,2,2,1,1,9.098,4.898,8.8,20.997,30.102,44.109,8.199,10.297,42.298,53.904,72.907,4.505,4.105,5.305,1.598,6.904,36.806,1.6,8.893,1.006,13.909,1.894,3.0,9.001,1.901,2.701,0,0,0,0,0,0,0,0,0,2,2,2,0
140729111181721,name,29.185,59.473,18.732,1.7930000000000001,68.666,63.694,35.499,10.808,13.112,2.257,1.3940000000000001,21.74,6.265,80.401,47.199,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,44.462,18.061,1.494,36.752,5.838,18.583,4.567,1.764,1.095,2.806,3.266,25.234,40.378,10.269,1.671,1.299,1.553,10.553,17.916,4.846,1.493,1.299,3.238,1.199,1.059,3.7,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081051121,name,3.495,28.351,10.862,16.835,113.471,161.886,12.877,16.586,22.06,39.851,45.604,232.08100000000002,53.822,103.581,39.705,0,0,0,4,5,0,0,0,2,0,1,1,0,1,1,1,2,2,1,1,1,1,2,2,1,1,6.318,8.851,12.791,34.156,12.583,8.893,12.4,38.339,32.992,90.692,4.501,60.311,19.101,7.753,3.011,5.044,4.017,14.615,4.984,2.461,2.512,11.411,7.303,2.814,5.496,6.706,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011554621,name,19.995,46.233,13.968,21.112,67.712,306.11,7.186999999999999,4.006,34.894,7.103,10.501,70.502,30.732,177.808,7.468,0,1,1,2,6,0,0,0,0,0,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,14.607,10.674,16.704,32.293,44.482,5.088,15.294,7.009,10.199,6.099,13.702,7.067,3.374,12.83,2.795,2.604,3.119,2.917,3.099,1.299,1.094,1.302,1.004,1.132,13.834,2.298,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011552221,name,14.991,25.781,13.991,15.713000000000001,85.868,398.515,7.297000000000001,18.285,21.205,14.501,44.097,112.095,172.514,194.203,25.398,0,0,0,2,4,0,0,0,2,0,3,2,0,1,1,1,3,3,1,1,1,1,2,2,1,1,14.073,13.276,15.286,20.412,53.098,2.102,11.101,13.515,37.897,27.502,23.2,5.396,17.699,3.522,1.715,1.427,2.899,1.201,6.195,3.603,1.986,2.892,1.796,19.7,1.602,3.296,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011554321,name,6.487,31.6,10.494,7.156000000000001,78.652,346.308,17.514,10.802,14.007,18.414,92.297,71.375,73.799,111.627,81.684,0,0,0,4,3,0,0,0,2,0,0,3,2,1,1,1,2,2,1,1,1,3,3,1,1,1,17.003,10.195,6.101,19.448,41.198,13.801,5.684,18.475,35.162,1.795,24.296,4.002,11.581,3.905,1.299,2.055,11.602,3.095,4.713,1.123,0.939,26.628,3.001,4.602,2.323,41.807,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011552821,name,9.211,23.997,6.988,15.311,72.804,72.906,10.488,18.312,26.404,7.204000000000001,28.278,233.002,44.0,63.7,22.304,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10.789,7.091,14.601,58.596,29.969,6.187,18.883,6.281,27.974,160.699,29.4,4.904,9.219,2.509,0.897,1.71,0.806,0.719,5.301,2.122,1.923,1.304,3.202,2.602,2.901,2.704,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151070721,name,6.002,31.503,22.199,30.951999999999998,329.428,207.94,4.623,-1,19.031,14.269,34.001,86.70599999999999,68.76400000000001,133.544,17.3,0,1,2,9,3,0,0,0,2,0,0,2,0,1,1,2,7,6,1,1,1,1,2,2,1,1,19.409,11.699,13.966,3.899,23.409,3.504,10.905,9.069,9.206,30.009,10.007,3.144,5.099,2.302,8.101,5.423,16.048,1.115,2.119,1.431,6.2,5.395,0.7,0.849,2.001,5.6,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081050521,name,5.995,28.613,4.79,32.493,67.748,73.98,6.348,10.004,21.576,10.515,38.015,154.032,159.22899999999998,60.74,29.188,0,0,0,1,2,0,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,8.632,3.589,30.201,37.605,11.663,4.377,10.392,8.117,23.308,33.099,10.682,2.326,7.886,13.39,2.201,3.292,17.443,3.519,2.971,5.585,3.398,3.002,2.059,82.619,4.3,4.29,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081054421,name,2.101,52.686,7.2989999999999995,17.236,176.874,67.388,24.621,1.8399999999999999,21.782,18.775,30.01,88.627,142.513,365.74699999999996,29.201,0,0,0,4,0,0,1,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,2,2,1,42.684,6.702,16.105,57.388,7.494,10.511,10.557,13.673,28.102,32.491,105.061,1.783,10.205,5.299,1.597,2.131,1.911,5.596,15.11,1.818,6.102,2.908,3.739,1.635,1.9,14.602,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011553121,name,7.380000000000001,33.607,10.594,39.30800000000001,195.303,78.505,56.298,5.487,17.518,11.584,52.221,54.208,133.194,111.38,27.272,0,0,12,5,3,0,0,0,0,0,2,0,1,1,1,6,6,2,1,1,1,1,1,1,1,1,11.202,9.697,5.906,21.1,7.796,53.398,5.299,9.582,50.297,12.377,16.572,6.077,12.305,4.801,1.897,10.794,2.998,12.906,3.9,4.013,3.002,2.924,1.528,8.121,3.095,6.57,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081054121,name,7.718999999999999,57.963,14.347999999999999,33.559,56.536,36.583,8.621,3.9210000000000003,19.512,19.339,42.527,184.823,177.03699999999998,30.234,393.822,0,1,3,0,1,0,1,2,2,0,1,2,1,1,2,3,2,1,1,2,1,1,2,2,1,2,36.385,8.621,18.199,17.622,12.379,6.194,8.38,18.56,40.422,66.612,16.974,8.744,13.011,3.075,1.722,3.676,21.898,1.906,3.427,5.438,1.779,3.105,14.13,70.196,3.282,81.1,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011550421,name,2.68,42.202,22.306,17.731,62.076,124.694,26.296,4.018,19.995,75.424,1.279,60.405,7.099,75.501,24.801,0,0,2,0,1,0,0,6,0,0,0,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,23.203,22.002,15.898,33.377,17.298,24.201,4.196,15.902,0.978,0.806,1.294,3.108,4.601,3.693,1.304,1.237,10.605,1.805,3.095,4.794,50.222,1.301,2.005,1.499,1.4,6.703,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081050221,name,4.534,35.436,14.567,32.213,194.58800000000002,162.005,9.621,18.992,20.379,37.396,57.81699999999999,272.131,106.851,237.102,5.8,0,0,4,5,0,0,1,0,3,0,0,0,0,1,1,3,4,2,1,1,1,2,3,2,1,1,27.431,14.167,19.605,35.712,25.808,7.797,11.68,37.493,16.906,1.489,49.799,2.499,2.405,2.322,1.4,1.303,1.498,1.797,2.824,1.205,0.903,3.607,2.697,33.408,84.895,2.207,0,0,0,0,0,0,0,0,0,2,2,2,0
330300041074021,name,20.402,22.035,6.862,29.430000000000003,123.767,100.021,5.525,5.9,15.251999999999999,8.577,27.784,88.985,90.399,257.322,24.008,0,0,14,7,1,0,0,0,0,0,1,2,0,1,1,5,5,2,1,1,1,1,1,1,1,1,14.384,5.254,2.788,6.895,10.543,3.192,8.69,8.345,24.171,22.582,20.9,2.502,9.696,1.846,2.608,7.887,5.801,4.407,3.333,1.836,1.232,4.613,7.903,2.794,2.081,2.615,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081052921,name,3.207,32.385,5.203,16.542,74.959,68.623,6.813,5.624,13.378,10.241,43.322,111.965,196.575,49.069,41.13,1,0,0,3,1,0,0,0,2,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,8.4,5.048,16.297,22.66,17.196,3.376,5.477,9.699,21.961,54.336,12.764,2.103,10.929,2.696,1.155,1.245,5.903,7.824,4.437,1.798,1.542,6.457,20.134,155.609,10.118,13.004,0,0,0,0,0,0,0,0,0,2,2,2,0
140702011552521,name,10.001,47.803,8.299,19.402,164.91899999999998,300.09399999999994,8.21,6.897,34.112,12.19,48.405,148.638,161.372,97.303,26.901,0,0,0,5,1,0,0,0,0,0,3,2,0,1,1,1,3,3,1,1,1,1,1,1,1,1,17.001,7.299,18.708,39.712,4.104,6.109,20.403,11.101,47.401,35.398,73.768,6.936,6.705,6.194,2.0,1.694,3.717,4.398,3.101,1.811,2.089,2.004,2.636,1.895,2.001,14.997,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151072821,name,2.899,21.821,7.0329999999999995,11.04,51.416,202.783,15.303,2.299,19.529,11.068,10.304,10.544,10.052,36.906,16.897,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.091,6.065,10.032,31.341,9.979,12.903,9.902,10.468,6.704,5.196,1.757,11.801,7.209,1.717,1.968,2.008,12.724,1.699,3.4,3.323,1.6,2.7,1.844,2.796,2.68,2.997,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081052621,name,20.102,33.301,8.202,25.183999999999997,74.219,52.296,30.317,10.311,23.305999999999997,43.208,46.081,197.513,460.26300000000003,117.657,21.275,0,0,2,0,1,0,2,3,2,0,2,1,0,1,1,2,2,1,1,2,3,1,4,3,1,1,10.198,5.621,13.895,11.81,8.195,11.02,3.993,14.89,40.367,51.487,39.102,2.432,6.783,8.903,3.581,7.386,10.707,4.104,20.297,12.92,24.22,6.714,11.178,40.898,1.13,7.707,0,0,0,0,0,0,0,0,0,2,2,2,0
330300081054721,name,0.534,13.866,19.482,23.25,69.84899999999999,28.574,20.307,4.428,18.308,14.364,27.209,59.123,88.13,35.337999999999994,13.998,0,7,13,1,1,0,2,0,0,0,0,1,1,1,5,7,7,3,1,1,1,1,1,2,2,1,3.665,7.505,3.5,2.798,3.192,17.248,4.071,11.879,21.1,19.131,23.872,1.002,7.401,2.597,3.296,1.514,1.706,3.653,4.059,1.931,3.485,7.109,3.63,1.959,2.399,2.298,0,0,0,0,0,0,0,0,0,2,2,2,0
140702151071021,name,1.7850000000000001,39.987,15.065999999999999,15.450999999999999,67.7,217.966,11.5,0.9299999999999999,14.719,34.413,18.349,88.076,73.402,22.503,14.778,0,0,4,1,1,0,2,1,2,0,0,0,1,1,1,3,3,1,1,1,2,2,2,1,1,1,7.755,4.572,5.214,10.598,41.864,6.0,3.197,29.498,16.498,3.098,46.283,2.383,4.699,7.435,11.494,1.858,12.139,0.8,6.5,1.524,1.603,0.654,1.022,3.512,1.712,2.1,0,0,0,0,0,0,0,0,0,2,2,2,0
